date,actual,forecast,logit_pred,logit_actual,residuals,garch_lower,garch_upper,xgb_pred,blend_pred
2024-07-01,81.75,82.8124897559483,1.5723498163438854,1.4994581690705668,-0.07289164727331854,67.75536265549178,91.7000512031437,82.87207,82.83341930823275
2024-08-01,80.49999999999999,80.31483781906351,1.4060508730563146,1.4178038604015062,0.01175298734519159,64.06545584313909,90.3261445626084,83.15586,81.31290289226227
2024-09-01,83.60000000000001,82.66169963286463,1.561792845410947,1.6287131731606315,0.06692032774968437,67.53120004048529,91.61691522349355,80.1794,81.78965300284305
2024-10-01,85.0,83.44275911753418,1.6172889450114976,1.7345461555802422,0.11725721056874461,68.66085281376708,92.05906320328914,79.66,82.11385562993568
2024-11-01,78.25,85.81314392375646,1.799797447692593,1.280261875402044,-0.519535572290549,70.58742154299945,93.84475308567056,84.06419,85.19872806349115
2024-12-01,75.79999999999998,75.09642995634347,1.103735014044758,1.1417175305504945,0.037982516505736585,56.841563410006295,87.34875667445559,78.700455,76.36254293536632
2025-01-01,82.0,78.44568422026985,1.291796754087981,1.5163041304032774,0.2245073763152965,60.9480424401101,89.45946826739475,79.98225,78.98548658180104
2025-02-01,86.5,85.18110942360032,1.7488211921627277,1.8573922177895426,0.10857102562681487,71.43458969070694,92.96423950363426,79.68381,83.24987795273289
2025-03-01,95.00000000000001,86.24682873815529,1.8358827389395522,2.9442495254241643,1.108366786484612,65.23669207175175,95.44588571977675,83.45736,85.26687273957738
2025-04-01,90.0,95.40163854376544,3.0321887557657736,2.197135693385271,-0.8350530623805028,87.79111800579099,98.35727457736247,86.007454,92.1014098474277
2025-05-01,81.75,89.25640252059002,2.1171212904343157,1.4994581690705668,-0.6176631213637489,76.0543718924969,95.60108098952068,84.98458,87.7556872516783
2025-06-01,79.66666666666667,81.63652031384245,1.4918706170065297,1.3655530608621196,-0.1263175561444101,65.88243525740164,91.09911360599969,78.29921,80.46410407688208
